iter	Logloss
318	0.4247258791
319	0.4246045712
320	0.424507913
321	0.424418064
322	0.4243149292
323	0.4242237584
324	0.4241207472
325	0.4240238849
326	0.4239440842
327	0.4238289114
328	0.4236773119
329	0.4235797683
330	0.4234743431
331	0.4233653982
332	0.4232361192
333	0.4231486375
334	0.4230183813
335	0.4229152824
336	0.4228118497
337	0.4227130859
338	0.4225849907
339	0.4224366231
340	0.4223010658
341	0.42217561
342	0.4220150078
343	0.4218261534
344	0.421716798
345	0.4215978742
346	0.4215019441
347	0.4214113202
348	0.4212965563
349	0.4211996519
350	0.4211150058
351	0.4210221481
352	0.4209199816
353	0.4208153709
354	0.4206873971
355	0.4205991884
356	0.4204928964
357	0.4203619151
358	0.4202326298
359	0.4201004323
360	0.4199957511
361	0.4198943091
362	0.4197234341
363	0.4196063922
364	0.4194475261
365	0.4193512163
366	0.4192417016
367	0.4191076259
368	0.4189759919
369	0.4188597416
370	0.4187496323
371	0.4186214286
372	0.4185409904
373	0.4184533043
374	0.4182627694
375	0.4180185833
376	0.4178352202
377	0.4176975789
378	0.4176507913
379	0.4174871966
380	0.4173554318
381	0.4172180349
382	0.4170751998
383	0.4169683442
384	0.4168204469
385	0.4167018066
386	0.4165288457
387	0.4164443652
388	0.4163106247
389	0.416219826
390	0.4160736653
391	0.4159342433
392	0.4158370526
393	0.4157233379
394	0.4155761303
395	0.415448096
396	0.4153070345
397	0.4152328283
398	0.4151057083
399	0.4150089073
400	0.4148993709
401	0.414815184
402	0.4147001628
403	0.4146170891
404	0.4144343156
405	0.4143024286
406	0.4141599836
407	0.4140639649
408	0.4138992463
409	0.4137944812
410	0.4137323721
411	0.4136334361
412	0.4135459519
413	0.4134544619
414	0.4133491278
415	0.413252338
416	0.4131266839
417	0.4130356549
418	0.4129505182
419	0.4128007566
420	0.4127291569
421	0.4125988005
422	0.412478946
423	0.4123970121
424	0.4123070942
425	0.4120898811
426	0.4119648331
427	0.4118352888
428	0.4117490405
429	0.4116621741
430	0.4115418948
431	0.4114399497
432	0.4113693456
433	0.4112547346
434	0.4111434951
435	0.4110601551
436	0.4109663643
437	0.4108280522
438	0.4107275029
439	0.4106352015
440	0.4105445682
441	0.4104220098
442	0.4103152703
443	0.4102135597
444	0.4101589218
445	0.4100909266
446	0.4099729235
447	0.4098846497
448	0.4097583728
449	0.4096420371
450	0.4095404198
451	0.4094563614
452	0.4092939658
453	0.4092010242
454	0.4090878896
455	0.4089540764
456	0.4087918801
457	0.4086911844
458	0.4085577376
459	0.408388013
460	0.4082873418
461	0.4081716068
462	0.4080417234
463	0.407875038
464	0.4078010605
465	0.4077287884
466	0.4076367266
467	0.407529877
468	0.4074181584
469	0.4072899472
470	0.4071902118
471	0.407076237
472	0.4070197258
473	0.4069021839
474	0.4067521557
475	0.4066371535
476	0.4065286201
477	0.4064431628
478	0.4063728536
479	0.4063184299
480	0.4061853152
481	0.4061035298
482	0.4059271141
483	0.4058187988
484	0.4057745682
485	0.4057185975
486	0.4056131031
487	0.4055043613
488	0.4054533776
489	0.4053650853
490	0.4053102726
491	0.405210229
492	0.4051009766
493	0.404998109
494	0.4049088578
495	0.4048738101
496	0.4047576949
497	0.4046652442
498	0.4045558603
499	0.4044562639
500	0.4043553201
501	0.4042674074
502	0.4041464107
503	0.4040250935
504	0.4039025702
505	0.4038232259
506	0.4037217199
507	0.4036240466
508	0.40356088
509	0.4034221113
510	0.4032943696
511	0.4031668841
512	0.4030364413
513	0.4029658968
514	0.4028267833
515	0.4027320489
516	0.4026320714
517	0.4025558515
518	0.4024037411
519	0.4023333545
520	0.402238518
521	0.4021407638
522	0.4019999843
523	0.401910158
524	0.4017700468
525	0.4016635199
526	0.4015101337
527	0.4014217571
528	0.4012368739
529	0.4011142813
530	0.4010718947
531	0.4009587269
532	0.4007850223
533	0.4007067046
534	0.400610098
535	0.4005292815
536	0.4004438133
537	0.4003001074
538	0.4002004184
539	0.4000860873
540	0.3999808748
541	0.3999080268
542	0.3998025154
543	0.3996965569
544	0.399565088
545	0.3993989553
546	0.3993131896
547	0.3992562527
548	0.3991193307
549	0.3990214418
550	0.3989099085
551	0.3987708989
552	0.3986573247
553	0.3985356653
554	0.398458397
555	0.3983896194
556	0.3982959414
557	0.3981640442
558	0.3980387886
559	0.3979796899
560	0.3979202868
561	0.3977702132
562	0.3976589585
563	0.3975523826
564	0.3974433116
565	0.3973260621
566	0.397246025
567	0.3970587142
568	0.3969804238
569	0.3969271049
570	0.3968476394
571	0.3966957343
572	0.3965700321
573	0.3965059688
574	0.3964032297
575	0.39636704
576	0.3962879085
577	0.3961982529
578	0.3961647909
579	0.3960706891
580	0.395981605
581	0.3958901103
582	0.3957449183
583	0.3956175018
584	0.3955519964
585	0.395466329
586	0.3953752598
587	0.3952752229
588	0.3951520636
589	0.3950474781
590	0.3950042698
591	0.3949188035
592	0.3948310715
593	0.3947119378
594	0.3946349607
595	0.3945095349
596	0.3943892887
597	0.3942303776
598	0.394133764
599	0.3940149124
600	0.393934671
601	0.3938188904
602	0.3937265424
603	0.3935979461
604	0.3935374814
605	0.39341023
606	0.3932946701
607	0.3931990127
608	0.3931225699
609	0.3929931136
610	0.3928697099
611	0.3928087586
612	0.3927087609
613	0.3926381749
614	0.3925158837
615	0.392387611
616	0.3923084494
617	0.3922081932
618	0.3921312897
619	0.3920714801
620	0.3919952237
621	0.3918465744
622	0.3917861244
623	0.3916535058
624	0.3914973564
625	0.3914257831
626	0.3912783716
627	0.39121224
628	0.3910764879
629	0.3909924672
630	0.3909002721
631	0.3907846548
632	0.3907099256
633	0.3906389207
634	0.390572418
635	0.3904686565
636	0.3903846016
637	0.3903240622
638	0.3902292595
639	0.3901100065
640	0.3900240276
641	0.3898967171
642	0.3897506811
643	0.3895778542
644	0.3894807126
645	0.3894180246
646	0.3892539386
647	0.3891810281
648	0.389074986
649	0.3890000253
650	0.388937367
651	0.388819369
652	0.388724699
653	0.3886309408
654	0.3885270897
655	0.388421009
656	0.3883666122
657	0.3882472212
658	0.3880899216
659	0.3879805864
660	0.3878933879
661	0.3878051452
662	0.3877103202
663	0.3876258521
664	0.3875194594
665	0.3874620634
666	0.3873120515
667	0.387209595
668	0.3871176238
669	0.3869899872
670	0.3869190718
671	0.3868525722
672	0.386724306
673	0.3866433717
674	0.3865782665
675	0.3864821786
676	0.3863998658
677	0.3863104958
678	0.3861572685
679	0.3860527348
680	0.3859493211
681	0.385799087
682	0.3857221813
683	0.3856557025
684	0.3855719165
685	0.3854731224
686	0.3853611817
687	0.3852462061
688	0.3851578868
689	0.3850533303
690	0.3849214607
691	0.3848137472
692	0.3847652268
693	0.3847003209
694	0.3846128539
695	0.3845618265
696	0.3844586727
697	0.3843706477
698	0.3842104482
699	0.3840744521
700	0.3839579598
701	0.3838703312
702	0.383770865
703	0.3836396328
704	0.383587174
705	0.3834765904
706	0.3833854792
707	0.3832910161
708	0.383177219
709	0.3830914394
710	0.383016626
711	0.3829299076
712	0.3827995099
713	0.382718548
714	0.382681939
715	0.3826490032
716	0.3826024742
717	0.3825413818
718	0.3824849758
719	0.3824266798
720	0.382304779
721	0.3822458552
722	0.3821508354
723	0.3820439875
724	0.381928215
725	0.3818050196
726	0.3817316222
727	0.3816349001
728	0.3815384381
729	0.381459517
730	0.3813181659
731	0.3812610296
732	0.3811673961
733	0.3810652238
734	0.3810023473
735	0.3808985938
736	0.3808478984
737	0.3807806879
738	0.3806619986
739	0.380604323
740	0.3804944613
741	0.3804200001
742	0.3803473133
743	0.3802651606
744	0.3801375836
745	0.3800857365
746	0.380020854
747	0.3799515987
748	0.3798289011
749	0.379731366
750	0.379637541
751	0.3795225571
752	0.3794573146
753	0.3793778266
754	0.3793314233
755	0.3792665115
756	0.3792044801
757	0.3791356633
758	0.3790052879
759	0.3789483531
760	0.3788842651
761	0.378806803
762	0.3786984282
763	0.3786074869
764	0.3785272788
765	0.3784514896
766	0.3783944953
767	0.3783204381
768	0.3782583916
769	0.3781951534
770	0.3781214326
771	0.378003783
772	0.3779162408
773	0.3778356539
774	0.3776990614
775	0.3775722121
776	0.3774933312
777	0.3774065495
778	0.3772929308
779	0.377202623
780	0.377141435
781	0.3770009134
782	0.3769331479
783	0.3768269197
784	0.37674672
785	0.3766614448
786	0.3765799206
787	0.3764873439
788	0.3764103782
789	0.3762967971
790	0.3762087708
791	0.3760864889
792	0.3759564291
793	0.3758335281
794	0.3757771968
795	0.3757045201
796	0.3756438275
797	0.3756026285
798	0.3755259496
799	0.375413252
800	0.3753152395
801	0.3752018289
802	0.375131551
803	0.375023978
804	0.3749426209
805	0.374870777
806	0.3747896557
807	0.374716787
808	0.3746321723
809	0.3745250076
810	0.3744213054
811	0.3743184028
812	0.3741761998
813	0.3741010281
814	0.3740174949
815	0.3739261341
816	0.3738485427
817	0.3737054744
818	0.3736393432
819	0.373550074
820	0.3734488978
821	0.3733734926
822	0.3732662484
823	0.373207672
824	0.3731255066
825	0.3730337253
826	0.3729434904
827	0.3728875465
828	0.3727817672
829	0.3726984448
830	0.3726297088
831	0.3725381303
832	0.3724507377
833	0.3723747888
834	0.3722772614
835	0.3721583736
836	0.3720944096
837	0.3720398369
838	0.3719690176
839	0.3718881671
840	0.3718267418
841	0.3717442974
842	0.37166544
843	0.3715427521
844	0.3714626969
845	0.3713646565
846	0.3712797729
847	0.3711674314
848	0.3710653628
849	0.3709863507
850	0.3709416076
851	0.3708056817
852	0.3707503299
853	0.3706461616
854	0.3705470277
855	0.3704800118
856	0.370382095
857	0.3703243374
858	0.3702629098
859	0.370193231
860	0.3701124806
861	0.3700305129
862	0.3699279852
863	0.3698579591
864	0.3697483518
865	0.369692868
866	0.3696242533
867	0.3695367121
868	0.369463601
869	0.3693736989
870	0.3693066095
871	0.3692422476
872	0.3691395516
873	0.3690714809
874	0.3690369445
875	0.3689566499
876	0.3688276744
877	0.3687520914
878	0.368668274
879	0.3685495029
880	0.3684496894
881	0.3683810871
882	0.368317601
883	0.3682391972
884	0.3681560786
885	0.3680613822
886	0.3679632639
887	0.3678595666
888	0.3677405659
889	0.3676891521
890	0.3676020371
891	0.3675519008
892	0.3674812159
893	0.3674201896
894	0.3673519624
895	0.3672925631
896	0.3672315799
897	0.3671610493
898	0.3670574412
899	0.3669876497
900	0.3668995045
901	0.3668221632
902	0.3667391566
903	0.3666496284
904	0.3665646091
905	0.366485327
906	0.3663897002
907	0.3662994517
908	0.3662081515
909	0.3661561174
910	0.3660655347
911	0.365990578
912	0.365914321
913	0.3658000046
914	0.36573776
915	0.365650608
916	0.3655885623
917	0.3654979993
918	0.3654216514
919	0.3653376695
920	0.365264791
921	0.3651762207
922	0.3651150848
923	0.3650164451
924	0.364928306
925	0.3648557847
926	0.3648208353
927	0.3647503037
928	0.364687339
929	0.3645807799
930	0.3644981462
931	0.3643494351
932	0.3642377297
933	0.3641534446
934	0.3640845448
935	0.3639345049
936	0.3638452788
937	0.3637438681
938	0.3636637462
939	0.3635640848
940	0.3634658583
941	0.3633928008
942	0.3633342418
943	0.3632717978
944	0.3631947103
945	0.3630654953
946	0.362957904
947	0.3628352957
948	0.3627706027
949	0.362748912
950	0.3626639077
951	0.3625525579
952	0.3624512794
953	0.3623689893
954	0.3622991489
955	0.3622056691
956	0.362104558
957	0.362005807
958	0.3619459293
959	0.3618754762
960	0.3617900697
961	0.3617322468
962	0.3616582245
963	0.3615679646
964	0.3614477203
965	0.3613640089
966	0.3612706427
967	0.3611536688
968	0.3610645643
969	0.3609742675
970	0.3608759031
971	0.3608112578
972	0.3607166292
973	0.3606022585
974	0.3605073681
975	0.3604100504
976	0.3603286532
977	0.3602844617
978	0.3601994364
979	0.3601251457
980	0.3600349072
981	0.3599030181
982	0.3598196683
983	0.3597523537
984	0.3596550236
985	0.3595668033
986	0.3594976637
987	0.3594365503
988	0.3593503779
989	0.3592796241
990	0.3592180285
991	0.3591414237
992	0.3590548155
993	0.3589402167
994	0.3588627064
995	0.3587540413
996	0.3586822949
997	0.358616334
998	0.3585199741
999	0.3584128593
